Sample Number,Name,Depth From,Depth To,X,Y,Z,Length,Al2O3,Fe,Fe (raw + gaussian),final lithology,final lithology-sel[Rich ore],final lithology-sel[Poor ore],Indicator rich ore,Mn,P,SiO2
1674,Line#87,82.95,90.1,2075.00,2752.00,588.89,7.15,,,,Rich ore,1,0,1.00,,,
1675,Line#87,90.1,91.1,2075.00,2752.00,584.82,1,,,,,0,0,,,,
1676,Line#87,91.1,93.95,2075.00,2752.00,582.89,2.85,,,,Rich ore,1,0,1.00,,,
1677,Line#87,93.95,112.55,2075.00,2752.00,572.17,18.6,,48.27,,Poor ore,0,1,0.00,0.95,0.02,
1678,Line#87,112.55,113.55,2075.00,2752.00,562.37,1,,,,,0,0,,,,
1679,Line#87,113.55,116.6,2075.00,2752.00,560.34,3.05,,,,Poor ore,0,1,0.00,,,
1680,Line#88,0,15,2373.00,2742.00,553.92,15,,28.08,,Poor ore,0,1,0.00,0.57,0.05,
1681,Line#88,15,30,2373.00,2742.00,538.92,15,,17.10,,Poor ore,0,1,0.00,0.61,0.04,
1682,Line#88,30,46,2373.00,2742.00,523.42,16,,17.10,,Poor ore,0,1,0.00,0.47,0.04,
1683,Line#88,46,47.3,2373.00,2742.00,514.77,1.3,,,,,0,0,,,,
1684,Line#88,47.3,66.95,2373.00,2742.00,504.29,19.65,,13.09,,Poor ore,0,1,0.00,0.55,0.04,
1685,Line#89,0,15,2161.00,2771.00,632.26,15,,65.15,-0.64,Rich ore,1,0,1.00,0.23,0.07,
1686,Line#89,15,30,2161.00,2771.00,617.26,15,,66.15,-0.26,Rich ore,1,0,1.00,0.19,0.02,
1687,Line#89,30,42.7,2161.00,2771.00,603.41,12.7,,62.82,-1.19,Rich ore,1,0,1.00,0.95,0.04,
1688,Line#89,42.7,62,2161.00,2771.00,587.41,19.3,,18.21,,Poor ore,0,1,0.00,1.17,0.06,
1689,Line#90,0,15,1726.00,2769.00,703.24,15,,65.30,-0.56,Rich ore,1,0,1.00,0.12,0.16,
1690,Line#90,15,30,1726.00,2769.00,688.24,15,,66.30,-0.20,Rich ore,1,0,1.00,0.39,0.07,
1691,Line#90,30,45,1726.00,2769.00,673.24,15,,63.86,-1.04,Rich ore,1,0,1.00,2.56,0.05,
1692,Line#90,45,58.3,1726.00,2769.00,659.09,13.3,,62.73,-1.21,Rich ore,1,0,1.00,3.88,0.05,
1693,Line#90,58.3,73.3,1726.00,2769.00,644.94,15,,27.28,,Poor ore,0,1,0.00,3.57,0.11,
1694,Line#90,73.3,88.3,1726.00,2769.00,629.94,15,,21.90,,Poor ore,0,1,0.00,3.38,0.06,
1695,Line#90,88.3,103.3,1726.00,2769.00,614.94,15,,15.96,,Poor ore,0,1,0.00,2.91,0.05,
1696,Line#90,103.3,118.3,1726.00,2769.00,599.94,15,,17.31,,Poor ore,0,1,0.00,2.35,0.06,
1697,Line#90,118.3,130.5,1726.00,2769.00,586.34,12.2,,27.89,,Poor ore,0,1,0.00,0.68,0.02,
1698,Line#91,0,15,2250.00,2770.00,599.20,15,,64.32,-0.93,Rich ore,1,0,1.00,0.16,0.06,
1699,Line#91,15,23.15,2250.00,2770.00,587.63,8.15,,59.65,-1.64,Rich ore,1,0,1.00,0.23,0.04,
1700,Line#91,23.15,38.15,2250.00,2770.00,576.05,15,,25.33,,Poor ore,0,1,0.00,0.73,0.05,
1701,Line#91,38.15,53.15,2250.00,2770.00,561.05,15,,12.80,,Poor ore,0,1,0.00,1.05,0.05,
1702,Line#91,53.15,72.15,2250.00,2770.00,544.05,19,,17.79,,Poor ore,0,1,0.00,1.27,0.06,
1703,Line#92,0,9.4,2310.00,2770.00,588.00,9.4,,58.70,-1.80,Rich ore,1,0,1.00,0.06,0.03,
